File,Plant,Trial,DownTime,DownTime_n,GenDownTime,MilkType,BME,BME_Rep,Day,Date,PlateType,Concentration,TNTC_Atyp,Dilution,Date/Time,Mode,Counted Colonies,COCOA SEDIMENTATION,NOT UNIFORM APPEARANCE,Chocolate Aroma,ATYPICAL CHOCOLATE AROMA,"Please describe what you meant by ATYPICAL CHOCOLATE AROMA

Text",Chocolate COLOR,Chocolate FLAVOR,ATYPICAL CHOCOLATE FLAVOR,"Please describe what you meant by ATYPICAL CHOCOLATE FLAVOR

Text",Sweetness,Viscosity,OVERALL FLAVOR SCORE,"OVERALL COMMENT

Text",BME_rep,ACID,ASTRINGENT,BARNY/COWY,"barny/cowy comment

Text",BITTER AT,COOKED,FEED,FLAT,FOREIGN,"foreign/chemical  comment

Text",FRUITY/FERMENTED,LACK OF FRESHNESS,LIGHT OXIDIZED,LIPID OXIDIZED,MALTY,MILK CARTON,RANCID,UNCLEAN,COAGULATED,OTHER,"other comment

Text",Sample Identifier,Serving Position,SEDIMENTATION,"CHOCOLATE Color representation

1=1
2=2
3=3
4=4
5=5
6=6
7=7
8=8
9=9",CHOCOLATE Aroma Intensity,Chocolate FLAVOR Intensity,SWEETNESS INTENSITY,VISCOSITY INTENSITY,"Mouthfeel comment

Text",BITTER,BAND-AID-chocolate only,"OVERALL COMMENT

Text 2","Please describe what you meant by ATYPICAL AROMA

Text","Please describe what you meant by ATYPICAL FLAVOR

Text"
SchoolMilk_PlateSensory.csv,2,1,,,,CS,M,1,0,,SPC,0.00E+00,,0,Thu Feb 13 2020 12:06:03,50 Exponential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,CS,M,2,0,,SPC,0.00E+00,,0,Thu Feb 13 2020 12:06:23,50 Exponential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,CS,M,2,0,,SPC,0.00E+00,,0,Thu Feb 13 2020 12:06:40,50 Exponential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,CS,M,3,0,,SPC,2.04E+01,,0,Thu Feb 13 2020 12:07:01,50 Exponential,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,CS,M,3,0,,SPC,0.00E+00,,0,Thu Feb 13 2020 12:07:31,50 Exponential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,CS,E,1,0,,SPC,4.09E+01,,0,Thu Feb 13 2020 12:08:09,50 Exponential,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,CS,E,1,0,,SPC,0.00E+00,,0,Thu Feb 13 2020 12:08:39,50 Exponential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,CS,E,2,0,,SPC,0.00E+00,,0,Thu Feb 13 2020 12:08:55,50 Exponential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,CS,E,2,0,,SPC,0.00E+00,,0,Thu Feb 13 2020 12:09:13,50 Exponential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,CS,E,3,0,,SPC,0.00E+00,,0,Thu Feb 13 2020 12:09:34,50 Exponential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,CS,E,3,0,,SPC,0.00E+00,,0,Thu Feb 13 2020 12:10:17,50 Exponential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,B,1,0,,SPC,2.04E+01,,0,Thu Feb 13 2020 12:11:23,50 Exponential,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,B,1,0,,SPC,2.04E+01,,0,Thu Feb 13 2020 12:11:45,50 Exponential,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,B,2,0,,SPC,0.00E+00,,0,Thu Feb 13 2020 12:12:13,50 Exponential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,B,3,0,,SPC,6.13E+01,,0,Thu Feb 13 2020 12:14:53,50 Exponential,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,B,3,0,,SPC,8.18E+01,,0,Thu Feb 13 2020 12:15:56,50 Exponential,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,M,1,0,,SPC,2.04E+01,,0,Thu Feb 13 2020 12:17:08,50 Exponential,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,M,1,0,,SPC,2.04E+01,,0,Thu Feb 13 2020 12:17:30,50 Exponential,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,M,2,0,,SPC,0.00E+00,,0,Thu Feb 13 2020 12:18:23,50 Exponential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,M,2,0,,SPC,0.00E+00,,0,Thu Feb 13 2020 12:18:44,50 Exponential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,M,3,0,,SPC,2.04E+01,,0,Thu Feb 13 2020 12:19:03,50 Exponential,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,M,3,0,,SPC,6.13E+01,,0,Thu Feb 13 2020 12:19:11,50 Exponential,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,E,1,0,,SPC,0.00E+00,,0,Thu Feb 13 2020 12:19:51,50 Exponential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,E,1,0,,SPC,4.09E+01,,0,Thu Feb 13 2020 12:20:11,50 Exponential,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,E,2,0,,SPC,2.04E+01,,0,Thu Feb 13 2020 12:20:44,50 Exponential,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,E,2,0,,SPC,2.04E+01,,0,Thu Feb 13 2020 12:21:04,50 Exponential,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,E,3,0,,SPC,0.00E+00,,0,Thu Feb 13 2020 12:21:20,50 Exponential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,1,,,,C1,E,3,0,,SPC,0.00E+00,,0,Thu Feb 13 2020 12:21:45,50 Exponential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,E,4,7,,CVTA,0,,1,Fri Feb 12 11:16:29 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,E,3,7,,CVTA,0,,1,Fri Feb 12 11:16:12 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,E,2,7,,CVTA,0,,1,Fri Feb 12 11:15:58 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,E,1,7,,CVTA,0,,1,Fri Feb 12 11:15:41 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,B,4,7,,CVTA,100.4223785,,1,Fri Feb 12 11:15:21 EST 2021,E Mode 50ul,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,B,3,7,,CVTA,220,,1,Fri Feb 12 11:14:35 EST 2021,E Mode 50ul,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,B,2,7,,CVTA,0,,1,Fri Feb 12 11:14:05 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,B,1,7,,CVTA,12033.39844,,1,Fri Feb 12 11:13:49 EST 2021,E Mode 50ul,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,E,4,7,,CVTA,0,,1,Fri Feb 12 11:12:34 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,E,3,7,,CVTA,0,,1,Fri Feb 12 11:12:21 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,E,2,7,,CVTA,0,,1,Fri Feb 12 11:11:43 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,E,1,7,,CVTA,0,,1,Fri Feb 12 11:11:23 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,B,4,7,,CVTA,0,,1,Fri Feb 12 11:10:59 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,B,3,7,,CVTA,0,,1,Fri Feb 12 11:10:39 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,B,2,7,,CVTA,0,,1,Fri Feb 12 11:10:15 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,B,1,7,,CVTA,495049.5,,100,Fri Feb 12 11:09:54 EST 2021,E Mode 50ul,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,E,4,7,,CVTA,0,,1,Fri Feb 12 11:08:12 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,E,3,7,,CVTA,0,,1,Fri Feb 12 11:07:48 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,E,2,7,,CVTA,6541.029297,,1,Fri Feb 12 11:07:25 EST 2021,E Mode 50ul,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,E,1,7,,CVTA,0,,1,Fri Feb 12 11:06:05 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,B,4,7,,CVTA,40,,1,Fri Feb 12 11:05:43 EST 2021,E Mode 50ul,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,B,3,7,,CVTA,1829470.25,,100,Fri Feb 12 11:05:13 EST 2021,E Mode 50ul,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,B,2,7,,CVTA,7539062.5,TNTC,100,Fri Feb 12 11:01:36 EST 2021,E Mode 50ul,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,B,1,7,,CVTA,1.16E+07,TNTC,100,Fri Feb 12 11:00:39 EST 2021,E Mode 50ul,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,WS,E,4,7,,CVTA,2779503,,100,Fri Feb 12 11:00:00 EST 2021,E Mode 50ul,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,WS,E,3,7,,CVTA,3804347.75,,100,Fri Feb 12 10:58:18 EST 2021,E Mode 50ul,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,WS,E,2,7,,CVTA,4844720.5,,100,Fri Feb 12 10:56:45 EST 2021,E Mode 50ul,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,WS,E,1,7,,CVTA,1.16E+07,TNTC,100,Fri Feb 12 11:00:39 EST 2021,E Mode 50ul,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,WS,B,4,7,,CVTA,0,,1,Fri Feb 12 10:51:50 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,WS,B,3,7,,CVTA,0,,1,Fri Feb 12 10:51:37 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,WS,B,2,7,,CVTA,25931.67578,,1,Fri Feb 12 10:51:18 EST 2021,E Mode 50ul,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,WS,B,1,7,,CVTA,214000,,100,Fri Feb 12 10:49:54 EST 2021,E Mode 50ul,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,E,4,7,,SPC,440,,1,Fri Feb 12 10:47:50 EST 2021,E Mode 50ul,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,E,4,7,,SPC,280,,1,Fri Feb 12 10:47:07 EST 2021,E Mode 50ul,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,E,3,7,,SPC,680,,1,Fri Feb 12 10:46:17 EST 2021,E Mode 50ul,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,E,3,7,,SPC,1240,,1,Fri Feb 12 10:45:43 EST 2021,E Mode 50ul,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,E,2,7,,SPC,420,,1,Fri Feb 12 10:44:45 EST 2021,E Mode 50ul,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,E,2,7,,SPC,480,,1,Fri Feb 12 10:44:05 EST 2021,E Mode 50ul,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,E,1,7,,SPC,220,,1,Fri Feb 12 10:43:14 EST 2021,E Mode 50ul,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,E,1,7,,SPC,200,,1,Fri Feb 12 10:42:10 EST 2021,E Mode 50ul,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,B,4,7,,SPC,424.0983276,,1,Fri Feb 12 10:41:24 EST 2021,E Mode 50ul,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,B,4,7,,SPC,480,,1,Fri Feb 12 10:40:59 EST 2021,E Mode 50ul,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,B,3,7,,SPC,680,,1,Fri Feb 12 10:40:02 EST 2021,E Mode 50ul,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,B,3,7,,SPC,703.6158447,,1,Fri Feb 12 10:39:16 EST 2021,E Mode 50ul,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,B,2,7,,SPC,900,,1,Fri Feb 12 10:37:59 EST 2021,E Mode 50ul,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,B,2,7,,SPC,360,,1,Fri Feb 12 10:37:13 EST 2021,E Mode 50ul,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,B,1,7,,SPC,5724.009766,,1,Fri Feb 12 10:36:16 EST 2021,E Mode 50ul,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,C1,B,1,7,,SPC,2620,,1,Fri Feb 12 10:35:39 EST 2021,E Mode 50ul,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,E,4,7,,SPC,0,,1,Fri Feb 12 10:35:11 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,E,4,7,,SPC,0,,1,Fri Feb 12 10:34:46 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,E,3,7,,SPC,0,,1,Fri Feb 12 10:34:25 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,E,3,7,,SPC,60,,1,Fri Feb 12 10:34:09 EST 2021,E Mode 50ul,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,E,2,7,,SPC,0,,1,Fri Feb 12 10:33:37 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,E,2,7,,SPC,20,,1,Fri Feb 12 10:33:06 EST 2021,E Mode 50ul,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,E,1,7,,SPC,100,,1,Fri Feb 12 10:32:42 EST 2021,E Mode 50ul,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,E,1,7,,SPC,100,,1,Fri Feb 12 10:32:20 EST 2021,E Mode 50ul,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,B,4,7,,SPC,340,,1,Fri Feb 12 10:31:23 EST 2021,E Mode 50ul,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,B,4,7,,SPC,260,,1,Fri Feb 12 10:30:37 EST 2021,E Mode 50ul,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,B,3,7,,SPC,300,,1,Fri Feb 12 10:29:38 EST 2021,E Mode 50ul,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,B,3,7,,SPC,280,,1,Fri Feb 12 10:29:01 EST 2021,E Mode 50ul,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,B,2,7,,SPC,0,,1,Fri Feb 12 10:28:07 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,B,2,7,,SPC,0,,1,Fri Feb 12 10:27:48 EST 2021,E Mode 50ul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,B,1,7,,SPC,158000,,100,Fri Feb 12 10:27:16 EST 2021,E Mode 50ul,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,CS,B,1,7,,SPC,146000,,100,Fri Feb 12 10:25:24 EST 2021,E Mode 50ul,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,E,4,7,,SPC,160,,1,Fri Feb 12 10:22:58 EST 2021,E Mode 50ul,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,E,4,7,,SPC,100,,1,Fri Feb 12 10:21:32 EST 2021,E Mode 50ul,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,E,3,7,,SPC,200,,1,Fri Feb 12 10:19:53 EST 2021,E Mode 50ul,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,E,3,7,,SPC,140,,1,Fri Feb 12 10:18:56 EST 2021,E Mode 50ul,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,E,2,7,,SPC,182.5960693,,1,Fri Feb 12 10:18:15 EST 2021,E Mode 50ul,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,E,2,7,,SPC,80.32483673,,1,Fri Feb 12 10:17:40 EST 2021,E Mode 50ul,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,E,1,7,,SPC,120.5476685,,1,Fri Feb 12 10:16:54 EST 2021,E Mode 50ul,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,E,1,7,,SPC,80,,1,Fri Feb 12 10:16:13 EST 2021,E Mode 50ul,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,B,4,7,,SPC,20,,1,Fri Feb 12 10:15:40 EST 2021,E Mode 50ul,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,B,4,7,,SPC,20,,1,Fri Feb 12 10:15:22 EST 2021,E Mode 50ul,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,B,3,7,,SPC,1490066.25,,100,Fri Feb 12 10:14:05 EST 2021,E Mode 50ul,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,B,3,7,,SPC,1456953.625,,100,Fri Feb 12 10:12:26 EST 2021,E Mode 50ul,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchoolMilk_PlateSensory.csv,2,2,,,,W1,B,2,7,,SPC,1440397.375,,100,Fri Feb 12 10:10:34 EST 2021,E Mode 50ul,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
