plantName,product,milkType,size,dateProcessed,year,dilution,greaterThanLessThan,SPC,countability,flavorScore
US Dairy Plant I,Core,Whole,½ Gallon,1/7/2013,2013,,,390,E,7.9
US Dairy Plant Q,Core,Whole,½ Gallon,1/7/2013,2013,,,2900000000,,3.8
US Dairy Plant AI,Core,Whole,qt,1/8/2013,2013,,,220000,,7.8
US Dairy Plant D,Core,Whole,½ Gallon,1/9/2013,2013,,,940000000,,0
US Dairy Plant W,Core,Whole,½ Gallon,2/4/2013,2013,,,330000000,,8.5
US Dairy Plant F,Core,Whole,½ Gallon,2/4/2013,2013,,,750000000,,6.6
US Dairy Plant BL,Core,Whole,½ Gallon,2/25/2013,2013,,,21000,,8.5
US Dairy Plant BK,Core,Whole,½ Gallon,2/25/2013,2013,,,9400000,,7.8
US Dairy Plant XXXX,Core,Whole,½ Gallon,2/26/2013,2013,,,3000,,8.6
US Dairy Plant AE,Core,Whole,½ Gallon,3/18/2013,2013,,,220,E,8
US Dairy Plant BJ,Core,Whole,½ Gallon,3/18/2013,2013,,,520000,,8.3
US Dairy Plant AF,Core,Whole,½ Gallon,3/18/2013,2013,,,130000,,8.7
US Dairy Plant AD,Core,Whole,½ Gallon,3/18/2013,2013,,,12000,,8.7
US Dairy Plant BS,Core,Whole,½ Gallon,3/18/2013,2013,,,22000,,8.5
US Dairy Plant AE,Single Serve,Whole,½ Pint,3/18/2013,2013,,,200,E,8.4
US Dairy Plant N,Core,Whole,½ Gallon,4/22/2013,2013,,,180,E,8.6
US Dairy Plant B,Core,Whole,½ Gallon,4/23/2013,2013,,,26000,,8.5
US Dairy Plant AH,Core,Whole,½ Gallon,4/22/2013,2013,,,1400000000,,1.5
US Dairy Plant Z,Core,Whole,½ Gallon,4/22/2013,2013,,,48000,,8.7
US Dairy Plant A,Core,Whole,½ Gallon,4/23/2013,2013,,,17000,,8.5
US Dairy Plant Z,Single Serve,Whole,½ Pint,4/23/2013,2013,,,130000,,8.6
US Dairy Plant AL,Core,Whole,½ Gallon,8/10/2013,2013,2,,17000,E,9.1
US Dairy Plant I,Core,Whole,½ Gallon,8/12/2013,2013,2,,250000,,8.5
US Dairy Plant Q,Core,Whole,½ Gallon,8/10/2013,2013,0,,190,E,9
US Dairy Plant D,Core,Whole,½ Gallon,8/14/2013,2013,6,,29000000,E,1.7
US Dairy Plant F,Core,Whole,½ Gallon,9/9/2013,2013,0,,26,E,8.6
US Dairy Plant N,Core,Whole,½ Gallon,10/7/2013,2013,2,,670,,8.9
US Dairy Plant BK,Core,Whole,½ Gallon,10/7/2013,2013,2,,31,E,8.9
US Dairy Plant BL,Core,Whole,½ Gallon,10/7/2013,2013,0,,220,E,9.1
US Dairy Plant B,Core,Whole,½ Gallon,10/7/2013,2013,0,,900,S,8.6
US Dairy Plant XXXX,Core,Whole,½ Gallon,10/7/2013,2013,5,,220000000,,0
US Dairy Plant AH,Core,Whole,½ Gallon,10/28/2013,2013,0,,220000,,8.6
US Dairy Plant Z,Core,Whole,½ Gallon,10/26/2013,2013,2,,1400,,8.9
US Dairy Plant A,Core,Whole,½ Gallon,10/28/2013,2013,0,,330,E,9.4
US Dairy Plant U,Core,Whole,½ Gallon,10/29/2013,2013,0,,10,E,9.3
US Dairy Plant AE,Core,Whole,½ Gallon,1/6/2014,2014,0,,790,,8.9
US Dairy Plant AE,Single Serve,Whole,½ Pint,1/6/2014,2014,0,,3400,,8.8
US Dairy Plant BJ,Core,Whole,½ Gallon,1/6/2014,2014,0,,9000,,9
US Dairy Plant AF,Core,Whole,½ Gallon,1/6/2014,2014,0,,1900,,9
US Dairy Plant AD,Core,Whole,½ Gallon,1/6/2014,2014,0,,370,E,9.1
US Dairy Plant BS,Core,Whole,½ Gallon,1/6/2014,2014,0,,180000,,8.5
US Dairy Plant AL,Core,Whole,Gallon,2/3/2014,2014,6,,4100000000,,0
US Dairy Plant I,Core,Whole,½ Gallon,2/3/2014,2014,0,,3300,,8.2
US Dairy Plant Q,Core,Whole,½ Gallon,2/1/2014,2014,0,,130,E,8.8
US Dairy Plant AI,Core,Whole,qt,2/4/2014,2014,6,,1400000000,,2.3
US Dairy Plant D,Core,Whole,½ Gallon,2/5/2014,2014,4,,280000000,,0
US Dairy Plant W,Core,Whole,½ Gallon,3/10/2014,2014,3,,190000000,,8.2
US Dairy Plant F,Core,Whole,½ Gallon,3/10/2014,2014,0,,640,,8.6
US Dairy Plant N,Core,Whole,½ Gallon,4/14/2014,2014,0,,290,E,9.1
US Dairy Plant BK,Core,Whole,½ Gallon,4/14/2014,2014,0,,20,E,9.1
US Dairy Plant BL,Core,Whole,½ Gallon,4/14/2014,2014,6,,7500000000,,0
US Dairy Plant B,Core,Whole,½ Gallon,4/14/2014,2014,0,,9300,,9.1
US Dairy Plant XXXX,Core,Whole,½ Gallon,4/14/2014,2014,0,,960,,8.8
US Dairy Plant AH,Core,Whole,½ Gallon,5/19/2014,2014,2,,450000,,8.6
US Dairy Plant A,Core,Whole,½ Gallon,5/19/2014,2014,0,,310,E,8.7
US Dairy Plant U,Core,Whole,½ Gallon,5/20/2014,2014,0,,17000,,9
US Dairy Plant AF,Core,Whole,½ Gallon,7/7/2014,2014,,,5900,,9.2
US Dairy Plant AD,Core,Whole,½ Gallon,7/7/2014,2014,,,1400,,9.1
US Dairy Plant AL,Core,Whole,½ Gallon,8/16/2014,2014,0,,130,E,8.6
US Dairy Plant I,Core,Whole,½ Gallon,8/18/2014,2014,0,,610,,8.5
US Dairy Plant Q,Core,Whole,½ Gallon,8/18/2014,2014,0,,590,,8.5
US Dairy Plant AI,Core,Whole,qt,8/19/2014,2014,4,,13000000,,8.5
US Dairy Plant N,Core,Whole,½ Gallon,9/8/2014,2014,0,,20,E,8.9
US Dairy Plant BK,Core,Whole,½ Gallon,9/8/2014,2014,0,,31,E,9.1
US Dairy Plant BL,Core,Whole,½ Gallon,9/8/2014,2014,0,,570,,8.9
US Dairy Plant B,Core,Whole,½ Gallon,9/8/2014,2014,0,,2700,,8.8
US Dairy Plant W,Core,Whole,½ Gallon,10/7/2014,2014,4,,96000000,,6.4
US Dairy Plant F,Core,Whole,½ Gallon,10/6/2014,2014,0,,33000,,9.1
US Dairy Plant AH,Core,Whole,½ Gallon,10/27/2014,2014,0,,81000,,7.2
US Dairy Plant A,Core,Whole,½ Gallon,10/28/2014,2014,0,,80000,,8.9
US Dairy Plant U,Core,Whole,½ Gallon,10/28/2014,2014,0,,120,E,9
US Dairy Plant D,Core,Whole,½ Gallon,10/29/2014,2014,5,,1800000000,,0
US Dairy Plant AE,Core,Whole,½ Gallon,1/3/2015,2015,0,,530,,9.4
US Dairy Plant BJ,Core,Whole,½ Gallon,1/5/2015,2015,2,,1900000,,9.1
US Dairy Plant AF,Core,Whole,½ Gallon,1/5/2015,2015,2,,1400000,,9
US Dairy Plant AD,Core,Whole,½ Gallon,1/5/2015,2015,0,,92,E,9.2
US Dairy Plant AL,Core,Whole,½ Gallon,1/29/2015,2015,4,,280000000,,2.2
US Dairy Plant I,Core,Whole,½ Gallon,2/2/2015,2015,0,,40,E,9
US Dairy Plant Q,Core,Whole,½ Gallon,2/2/2015,2015,0,,3600,,9.1
US Dairy Plant AI,Core,Whole,qt,2/3/2015,2015,3,,150000000,,0
US Dairy Plant BK,Core,Whole,½ Gallon,2/23/2015,2015,0,>,400000,E,5.8
US Dairy Plant BL,Core,Whole,½ Gallon,2/23/2015,2015,2,,800000,,8.8
US Dairy Plant B,Core,Whole,½ Gallon,2/23/2015,2015,0,,2000,,8.4
US Dairy Plant F,Core,Whole,½ Gallon,2/23/2015,2015,3,,61000,E,8.8
US Dairy Plant N,Core,Whole,½ Gallon,4/6/2015,2015,0,,21000,,8.8
US Dairy Plant W,Core,Whole,½ Gallon,4/6/2015,2015,3,,180000000,,0
US Dairy Plant AE,Core,Whole,½ Gallon,7/14/2015,2015,0,,1600,,9.3
US Dairy Plant BJ,Core,Whole,½ Gallon,7/13/2015,2015,0,,18000,,9.3
US Dairy Plant AF,Core,Whole,½ Gallon,7/13/2015,2015,3,,82000000,,8.4
US Dairy Plant AD,Core,Whole,½ Gallon,7/14/2015,2015,0,,930,,9.2
US Dairy Plant I,Core,Whole,½ Gallon,8/3/2015,2015,2,,2700000,,7.8
US Dairy Plant AI,Core,Whole,qt,8/4/2015,2015,3,,150000000,,0
US Dairy Plant N,Core,Whole,½ Gallon,9/15/2015,2015,0,,320,E,8.8
US Dairy Plant BK,Core,Whole,½ Gallon,9/14/2015,2015,0,,82,E,8.8
US Dairy Plant BL,Core,Whole,½ Gallon,9/14/2015,2015,2,,2800000,,9.1
US Dairy Plant B,Core,Whole,½ Gallon,9/15/2015,2015,0,,440,,8.8
US Dairy Plant W,Core,Whole,½ Gallon,10/5/2015,2015,5,,2000000000,,0
US Dairy Plant F,Core,Whole,½ Gallon,10/5/2015,2015,3,,130000000,,0
US Dairy Plant AH,Core,Whole,½ Gallon,10/26/2015,2015,3,,69000000,,0.5
US Dairy Plant A,Core,Whole,½ Gallon,10/26/2015,2015,0,,1100,,9.3
US Dairy Plant U,Core,Whole,½ Gallon,10/27/2015,2015,2,,220000,,9.5
US Dairy Plant D,Core,Whole,½ Gallon,10/28/2015,2015,4,,670000000,,2.3
US Dairy Plant BJ,Core,Whole,½ Gallon,1/11/2016,2016,0,,82000,,9.3
US Dairy Plant AD,Core,Whole,½ Gallon,1/12/2016,2016,0,,41,E,9.4
US Dairy Plant AE,Core,Whole,½ Gallon,1/18/2016,2016,0,,410,,8.3
US Dairy Plant AL,Core,Whole,½ Gallon,2/6/2016,2016,3,,41000000,,5.5
US Dairy Plant I,Core,Whole,½ Gallon,2/8/2016,2016,0,,10,E,8.9
US Dairy Plant Q,Core,Whole,qt,2/8/2016,2016,0,,770,,9.2
US Dairy Plant AI,Core,Whole,qt,2/9/2016,2016,4,,160000000,,0
US Dairy Plant N,Core,Whole,½ Gallon,3/15/2016,2016,0,,180,E,9.2
US Dairy Plant BK,Core,Whole,½ Gallon,3/14/2016,2016,0,,4000,,9.4
US Dairy Plant BL,Core,Whole,½ Gallon,3/14/2016,2016,0,,61,E,9.2
US Dairy Plant B,Core,Whole,½ Gallon,3/14/2016,2016,2,,650000,,9.4
US Dairy Plant W,Core,Whole,½ Gallon,4/18/2016,2016,5,,2200000000,,2.9
US Dairy Plant F,Core,Whole,½ Gallon,4/18/2016,2016,4,,480000000,,5.2
US Dairy Plant AH,Core,Whole,½ Gallon,5/23/2016,2016,4,,480000000,,0
US Dairy Plant A,Core,Whole,½ Gallon,5/24/2016,2016,0,,9700,,9.4
US Dairy Plant U,Core,Whole,½ Gallon,5/24/2016,2016,0,,430,,9.4
US Dairy Plant D,Core,Whole,½ Gallon,5/25/2016,2016,0,,10,E,9
US Dairy Plant I,Core,Whole,½ Gallon,7/11/2016,2016,0,,22000,,7.7
US Dairy Plant BX ,Core,Whole,½ Gallon,7/11/2016,2016,1,,27000,,8.9
US Dairy Plant F,Core,Whole,½ Gallon,8/8/2016,2016,4,,390000000,,6.2
US Dairy Plant U,Core,Whole,½ Gallon,8/9/2016,2016,2,<,1000,M,7.8
US Dairy Plant D,Core,Whole,½ Gallon,8/10/2016,2016,0,,41,E,8.3
US Dairy Plant A,Core,Whole,½ Gallon,8/29/2016,2016,0,,2300,,8
US Dairy Plant BJ,Core,Whole,½ Gallon,8/29/2016,2016,0,,160,E,9.1
US Dairy Plant AD,Core,Whole,½ Gallon,8/30/2016,2016,0,,930,,7.5
US Dairy Plant W,Core,Whole,½ Gallon,8/29/2016,2016,0,>,400000,E,8.8
US Dairy Plant B,Core,Whole,½ Gallon,9/26/2016,2016,0,,2600,,7.4
US Dairy Plant Q,Core,Whole,qt,9/26/2016,2016,0,,220,E,7.3
US Dairy Plant AF,Core,Whole,½ Gallon,9/26/2016,2016,2,,17000,E,7
US Dairy Plant AL,Core,Whole,½ Gallon,9/24/2016,2016,5,,990000000,,3.2
US Dairy Plant BL,Core,Whole,½ Gallon,10/24/2016,2016,2,,21000000,,6.8
US Dairy Plant N,Core,Whole,½ Gallon,10/24/2016,2016,0,,410,,8.1
US Dairy Plant BK,Core,Whole,½ Gallon,10/25/2016,2016,0,,130,E,7.1
US Dairy Plant AI,Core,Whole,qt,11/1/2016,2016,5,,900000000,,2.2
US Dairy Plant I,Core,Whole,½ Gallon,1/9/2017,2017,0,,2100,,8.4
US Dairy Plant Q,Core,Whole,qt,1/9/2017,2017,4,,220000000,,5
US Dairy Plant AF,Core,Whole,½ Gallon,1/9/2017,2017,0,,40000,,9.3
US Dairy Plant AD,Core,Whole,½ Gallon,1/10/2017,2017,0,,400,,9.2
US Dairy Plant AL,Core,Whole,½ Gallon,1/7/2017,2017,3,,34000000,,6.1
US Dairy Plant B,Core,Whole,½ Gallon,2/6/2017,2017,0,,350,E,9.6
US Dairy Plant BL,Core,Whole,½ Gallon,2/7/2017,2017,0,,350,E,9.2
US Dairy Plant D,Core,Whole,½ Gallon,2/8/2017,2017,0,,2800,,8.9
US Dairy Plant BX ,Core,Whole,½ Gallon,2/6/2017,2017,0,,1600,,9.3
US Dairy Plant BJ,Core,Whole,½ Gallon,3/13/2017,2017,0,,340,E,9.2
US Dairy Plant U,Core,Whole,½ Gallon,3/21/2017,2017,0,<,10,E,8.8
US Dairy Plant F,Core,Whole,½ Gallon,4/9/2017,2017,5,,380000000,,0.2
US Dairy Plant A,Core,Whole,½ Gallon,5/15/2017,2017,4,,130000000,,0.1
US Dairy Plant AE,Core,Whole,½ Gallon,5/16/2017,2017,0,,36000,,8.6
US Dairy Plant BK,Core,Whole,½ Gallon,5/16/2017,2017,0,,10,E,8.6
US Dairy Plant N,Core,Whole,½ Gallon,5/15/2017,2017,0,,340,E,8.8
US Dairy Plant I,Core,Whole,½ Gallon,7/10/2017,2017,3,,3900000,,7.8
US Dairy Plant AD,Core,Whole,½ Gallon,7/11/2017,2017,0,,80,E,9.6
US Dairy Plant D,Core,Whole,½ Gallon,7/12/2017,2017,4,,100000000,,1.2
US Dairy Plant BX ,Core,Whole,½ Gallon,7/10/2017,2017,0,,120,E,9.5
US Dairy Plant B,Core,Whole,½ Gallon,8/7/2017,2017,0,,5000,,9.6
US Dairy Plant Q,Core,Whole,qt,8/7/2017,2017,0,,640,,9.6
US Dairy Plant AE,Core,Whole,½ Gallon,8/29/2017,2017,0,>,400000,E,8.1
US Dairy Plant AE,Single Serve,Whole,½ Pint,8/29/2017,2017,2,,3000,E,8.1
US Dairy Plant F,Core,Whole,½ Gallon,8/31/2017,2017,2,,920000,,9.2
US Dairy Plant BK,Core,Whole,½ Gallon,9/5/2017,2017,3,,63000000,,5
US Dairy Plant BJ,Core,Whole,½ Gallon,9/25/2017,2017,0,,380,E,9.2
US Dairy Plant AF,Core,Whole,½ Gallon,9/25/2017,2017,0,,1900,,8.6
US Dairy Plant BL,Core,Whole,½ Gallon,9/25/2017,2017,0,,11000,,9.2
US Dairy Plant AI,Core,Whole,qt,9/28/2017,2017,4,,260000000,,0.7
US Dairy Plant N,Core,Whole,½ Gallon,10/23/2017,2017,0,,18000,,8.5
US Dairy Plant A,Core,Whole,½ Gallon,10/23/2017,2017,0,,20,E,8.4
US Dairy Plant AL,Core,Whole,½ Gallon,10/21/2017,2017,1,,670000,,8.6
US Dairy Plant W,Core,Whole,½ Gallon,10/23/2017,2017,4,,58000000,,0.5
US Dairy Plant I,Core,2%,½ Gallon,1/7/2013,2013,,,340,E,7.6
US Dairy Plant Q,Core,2%,½ Gallon,1/7/2013,2013,,,310,E,8.4
US Dairy Plant AI,Core,2%,qt,1/8/2013,2013,,>,40000000,E,4.8
US Dairy Plant D,Core,2%,½ Gallon,1/9/2013,2013,,,1300000000,,0
US Dairy Plant I,Single Serve,2%,½ Pint,1/7/2013,2013,,,200,E,6.4
US Dairy Plant Q,Single Serve,2%,½ Pint,1/7/2013,2013,,,610,,8.2
US Dairy Plant W,Core,2%,½ Gallon,2/4/2013,2013,,,1300000000,,8.4
US Dairy Plant F,Core,2%,½ Gallon,2/4/2013,2013,,,86000000,,8.2
US Dairy Plant W,Single Serve,2%,½ Pint,2/5/2013,2013,,,190000000,,6.8
US Dairy Plant BL,Core,2%,½ Gallon,2/25/2013,2013,,,12000,,8.3
US Dairy Plant BK,Core,2%,½ Gallon,2/25/2013,2013,,,6500000,,8.5
US Dairy Plant XXXX,Core,2%,½ Gallon,2/26/2013,2013,,,500000000,,0
US Dairy Plant N,Single Serve,2%,½ Pint,2/19/2013,2013,,,92,E,8.9
US Dairy Plant AE,Core,2%,½ Gallon,3/16/2013,2013,,,3100,,8.4
US Dairy Plant BJ,Core,2%,½ Gallon,3/18/2013,2013,,,39000,,8.6
US Dairy Plant AF,Core,2%,½ Gallon,3/18/2013,2013,,,680000000,,5.4
US Dairy Plant AD,Core,2%,½ Gallon,3/18/2013,2013,,,18000,,8.5
US Dairy Plant BS,Core,2%,½ Gallon,3/18/2013,2013,,,110000000,,8.6
US Dairy Plant BJ,Single Serve,2%,½ Pint,3/18/2013,2013,,,48000,,8.4
US Dairy Plant AF,Single Serve,2%,½ Pint,3/18/2013,2013,,,58000000,,8.3
US Dairy Plant N,Core,2%,½ Gallon,4/22/2013,2013,,,240,E,8.7
US Dairy Plant B,Core,2%,½ Gallon,4/23/2013,2013,,,780000000,,8.6
US Dairy Plant AH,Core,2%,½ Gallon,4/22/2013,2013,,,110000,,9
US Dairy Plant Z,Core,2%,½ Gallon,4/22/2013,2013,,,14000,,8.3
US Dairy Plant A,Core,2%,½ Gallon,4/23/2013,2013,,,480000,,8.7
US Dairy Plant AH,Single Serve,2%,½ Pint,4/22/2013,2013,,,69000000,,5
US Dairy Plant A,Single Serve,2%,½ Pint,4/23/2013,2013,,,920000000,,8.8
US Dairy Plant AL,Core,2%,½ Gallon,8/12/2013,2013,5,,11000000,E,0
US Dairy Plant I,Core,2%,½ Gallon,8/12/2013,2013,4,,12000000,,4.2
US Dairy Plant I,Single Serve,2%,½ Pint,8/12/2013,2013,1,,110,E,8.5
US Dairy Plant Q,Core,2%,½ Gallon,8/10/2013,2013,2,,1200,E,8.8
US Dairy Plant Q,Single Serve,2%,½ Pint,8/12/2013,2013,6,,22000000,E,0
US Dairy Plant D,Core,2%,½ Gallon,8/14/2013,2013,6,,98000000,E,1.2
US Dairy Plant W,Single Serve,2%,½ Pint,9/9/2013,2013,6,,120000000,,0
US Dairy Plant F,Core,2%,½ Gallon,9/9/2013,2013,0,,58,E,6.5
US Dairy Plant N,Core,2%,½ Gallon,10/7/2013,2013,0,,380,SE,8.6
US Dairy Plant N,Single Serve,2%,½ Pint,10/7/2013,2013,2,,2000000,,8.6
US Dairy Plant BK,Core,2%,½ Gallon,10/7/2013,2013,0,<,10,E,8.7
US Dairy Plant BL,Core,2%,½ Gallon,10/7/2013,2013,2,,12000000,,8.4
US Dairy Plant B,Core,2%,½ Gallon,10/7/2013,2013,2,,2000,,8.6
US Dairy Plant XXXX,Core,2%,½ Gallon,10/7/2013,2013,5,,31000000,,5.7
US Dairy Plant AH,Core,2%,½ Gallon,10/28/2013,2013,0,,560,,8.9
US Dairy Plant AH,Single Serve,2%,½ Pint,10/27/2013,2013,0,,2500,,8.8
US Dairy Plant Z,Core,2%,½ Gallon,10/26/2013,2013,2,,11000,,9.3
US Dairy Plant A,Core,2%,½ Gallon,10/28/2013,2013,0,,290,E,9.3
US Dairy Plant A,Single Serve,2%,½ Pint,10/28/2013,2013,0,,180,E,7.7
US Dairy Plant U,Core,2%,½ Gallon,10/29/2013,2013,0,,31,E,9.3
US Dairy Plant AE,Core,2%,½ Gallon,1/6/2014,2014,0,,260,E,9.1
US Dairy Plant BJ,Core,2%,½ Gallon,1/6/2014,2014,0,,590,S,9
US Dairy Plant BJ,Single Serve,2%,½ Pint,1/6/2014,2014,2,,670000,,8.8
US Dairy Plant AF,Core,2%,½ Gallon,1/6/2014,2014,0,,270,E,8.8
US Dairy Plant AD,Core,2%,½ Gallon,1/6/2014,2014,0,,290,E,8.8
US Dairy Plant BS,Core,2%,½ Gallon,1/6/2014,2014,0,,16000,,9.1
US Dairy Plant AL,Core,2%,½ Gallon,2/3/2014,2014,6,,3200000000,,0
US Dairy Plant I,Core,2%,½ Gallon,2/3/2014,2014,0,,9800,,8.7
US Dairy Plant I,Single Serve,2%,½ Pint,2/3/2014,2014,0,,72,E,8.5
US Dairy Plant Q,Core,2%,½ Gallon,2/1/2014,2014,0,,440,,9
US Dairy Plant Q,Single Serve,2%,½ Pint,2/3/2014,2014,0,,320,E,8.8
US Dairy Plant AI,Core,2%,qt,2/4/2014,2014,6,,3500000000,,0
US Dairy Plant D,Core,2%,½ Gallon,2/5/2014,2014,2,,6800000,,8.4
US Dairy Plant W,Core,2%,½ Gallon,3/10/2014,2014,2,,1600000,,9
US Dairy Plant F,Core,2%,½ Gallon,3/10/2014,2014,0,,410,,9
US Dairy Plant N,Core,2%,½ Gallon,4/14/2014,2014,0,,220,E,8.8
US Dairy Plant N,Single Serve,2%,½ Pint,4/12/2014,2014,0,,130000,,9.1
US Dairy Plant BK,Core,2%,½ Gallon,4/14/2014,2014,0,<,10,E,9.1
US Dairy Plant BL,Core,2%,½ Gallon,4/14/2014,2014,0,,12000,,9.1
US Dairy Plant B,Core,2%,½ Gallon,4/14/2014,2014,0,,1900,,9.2
US Dairy Plant XXXX,Core,2%,½ Gallon,4/14/2014,2014,6,,1500000000,,0
US Dairy Plant AH,Core,2%,½ Gallon,5/19/2014,2014,5,,190000000,,0.8
US Dairy Plant AH,Single Serve,2%,½ Pint,5/19/2014,2014,4,,130000000,,7.6
US Dairy Plant AH,Single Serve,2%,½ Pint,5/19/2014,2014,5,,190000000,,6.1
US Dairy Plant A,Core,2%,½ Gallon,5/19/2014,2014,3,,4900000,,8.7
US Dairy Plant A,Single Serve,2%,½ Pint,5/19/2014,2014,0,,4000,,7.6
US Dairy Plant U,Core,2%,½ Gallon,5/20/2014,2014,0,,120,E,9.1
